id,product_barcode,product_name,quantity,expiry_date,received_date,supplier_ref,supplier_name,supplier_id,cost_price,status
1933,672329634182,Whisper Cottony Soft Clean X-Long Overnight,161,2026-08-28,2025-08-28 00:00:00,UP-20250828-1933,Unilever Philippines,10,123.57,ACTIVE
1934,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,180,2026-03-19,2025-08-28 00:00:00,MNC-20250828-1934,Monde Nissin Corporation,6,11.82,ACTIVE
1935,544900000099,Coca-Cola Mismo 295ml,289,2025-12-13,2025-08-29 00:00:00,SMC-20250829-1935,San Miguel Corporation,1,19.34,ACTIVE
1936,480611352020,Juicy Lemon 237 ml (1 Bundle),20,2026-02-27,2025-08-29 00:00:00,PPP-20250829-1936,Pepsi-Cola Products Philippines,3,136.48,ACTIVE
1937,480864731007,Tang Orange 250g,54,2025-12-09,2025-08-29 00:00:00,NPI-20250829-1937,Nestle Philippines Inc.,4,209.56,ACTIVE
1938,489120804013,Oishi Prawn Crackers 60g,36,2026-05-07,2025-08-29 00:00:00,MNC-20250829-1938,Monde Nissin Corporation,6,16.66,ACTIVE
1939,642321541122,Sisters Overnight Dry,67,2027-07-04,2025-08-29 00:00:00,PSC-20250829-1939,Philippine Seven Corp (7-Eleven Dist.),15,112.84,ACTIVE
1940,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,24,2028-05-23,2025-08-30 00:00:00,P&G-20250830-1940,Procter & Gamble Philippines,9,6.45,ACTIVE
1941,480198109722,Royal Tru Strawberry 1.5L,291,2026-06-26,2025-08-31 00:00:00,CBP-20250831-1941,Coca-Cola Beverages Philippines,2,58.05,ACTIVE
1942,480392515110,Pepsi 1.5L,84,2026-05-03,2025-09-01 00:00:00,SMC-20250901-1942,San Miguel Corporation,1,53.75,ACTIVE
1943,748485200019,555 Sardines in Tomato Sauce 155g,102,2027-05-30,2025-09-01 00:00:00,NI-20250901-1943,NutriAsia Inc.,11,23.65,ACTIVE
1944,480002201028,Hunts Pork & Beans 100g Doy,25,2027-05-13,2025-09-01 00:00:00,DMP-20250901-1944,Del Monte Philippines Inc.,14,13.98,ACTIVE
1945,542353276241,Royal 1L (1 Case),5,2026-04-15,2025-09-02 00:00:00,CBP-20250902-1945,Coca-Cola Beverages Philippines,2,338.67,ACTIVE
1946,480036141081,Nestle Bear Brand Fortified 33g,111,2026-01-02,2025-09-02 00:00:00,OST-20250902-1946,Oishi Snack Time,13,10.75,ACTIVE
1947,480864702009,Eden Cheese 165g,17,2025-12-22,2025-09-03 00:00:00,CPF-20250903-1947,Century Pacific Food Inc.,7,75.27,ACTIVE
1948,480198111696,Coke Light 1.5L,253,2026-02-06,2025-09-04 00:00:00,PPP-20250904-1948,Pepsi-Cola Products Philippines,3,62.91,ACTIVE
1949,480198112720,Royal Swakto 195ml (1 Case),28,2026-03-29,2025-09-04 00:00:00,CBP-20250904-1949,Coca-Cola Beverages Philippines,2,120.44,ACTIVE
1950,893951811445,Hansel Mocha Sandwich,216,2025-10-14,2025-09-04 00:00:00,PSC-20250904-1950,Philippine Seven Corp (7-Eleven Dist.),15,58.07,ACTIVE
1951,965412919731,Energen Cereal Milk Chocolate Drink 40g,14,2026-02-28,2025-09-05 00:00:00,AMC-20250905-1951,Alaska Milk Corporation,8,8.6,ACTIVE
1952,480198111607,Coke 1.5L,261,2026-05-06,2025-09-06 00:00:00,CBP-20250906-1952,Coca-Cola Beverages Philippines,2,58.08,ACTIVE
1953,480198118062,Sprite 1.5L,198,2026-04-26,2025-09-06 00:00:00,PPP-20250906-1953,Pepsi-Cola Products Philippines,3,58.08,ACTIVE
1954,480191198062,Royal Tru Orange 1.5L,298,2026-05-23,2025-09-06 00:00:00,PPP-20250906-1954,Pepsi-Cola Products Philippines,3,58.08,ACTIVE
1955,480392515114,Mountain Dew 1.5L,58,2026-08-09,2025-09-06 00:00:00,PPP-20250906-1955,Pepsi-Cola Products Philippines,3,53.78,ACTIVE
1956,480392513032,Mountain Dew 290ml (1 Case),26,2026-03-19,2025-09-06 00:00:00,SMC-20250906-1956,San Miguel Corporation,1,193.62,ACTIVE
1957,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,22,2025-10-12,2025-09-06 00:00:00,AMC-20250906-1957,Alaska Milk Corporation,8,8.07,ACTIVE
1958,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,162,2026-02-15,2025-09-06 00:00:00,CPF-20250906-1958,Century Pacific Food Inc.,7,37.65,ACTIVE
1959,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,191,2026-12-03,2025-09-06 00:00:00,UP-20250906-1959,Unilever Philippines,10,11.29,ACTIVE
1960,480392525114,Mountain Dew 500ml,162,2026-06-25,2025-09-07 00:00:00,CBP-20250907-1960,Coca-Cola Beverages Philippines,2,21.52,ACTIVE
1961,480392525110,Pepsi 500ml,154,2025-11-30,2025-09-07 00:00:00,CBP-20250907-1961,Coca-Cola Beverages Philippines,2,21.52,ACTIVE
1962,480198112717,Coke Swakto 195ml (1 Case),10,2025-12-09,2025-09-07 00:00:00,CBP-20250907-1962,Coca-Cola Beverages Philippines,2,120.49,ACTIVE
1963,480198102719,Sprite Swakto 195ml (1 Case),20,2026-04-11,2025-09-07 00:00:00,PPP-20250907-1963,Pepsi-Cola Products Philippines,3,120.49,ACTIVE
1964,893921341445,San Sky Flakes Crackers Original 25g x 10s,84,2026-05-31,2025-09-07 00:00:00,U(R-20250907-1964,URC (Universal Robina Corporation),5,56.48,ACTIVE
1965,037000359562,Ariel With a Touch of Downy Freshness Powder,11,2027-02-19,2025-09-07 00:00:00,P&G-20250907-1965,Procter & Gamble Philippines,9,640.08,ACTIVE
1966,480198112005,Sprite 500ml,145,2026-05-20,2025-09-08 00:00:00,PPP-20250908-1966,Pepsi-Cola Products Philippines,3,24.21,ACTIVE
1967,480198111664,Coke Zero 1.5L,84,2026-04-01,2025-09-08 00:00:00,SMC-20250908-1967,San Miguel Corporation,1,58.1,ACTIVE
1968,748485800035,Argentina Corned Beef 260g,100,2027-08-02,2025-09-08 00:00:00,CPF-20250908-1968,Century Pacific Food Inc.,7,55.95,ACTIVE
1969,480057511015,Alaska Classic Evaporated Filled Milk 140ml,72,2025-10-10,2025-09-08 00:00:00,AMC-20250908-1969,Alaska Milk Corporation,8,27.44,ACTIVE
1970,490243086729,Joy Dishwashing Liquid Lemon 475ml,60,2026-10-29,2025-09-08 00:00:00,P&G-20250908-1970,Procter & Gamble Philippines,9,129.11,ACTIVE
1971,480374937310,Coke 1L (1 Case),28,2026-01-06,2025-09-09 00:00:00,SMC-20250909-1971,San Miguel Corporation,1,338.95,ACTIVE
1972,480732471900,Sprite 1L (1 Case),22,2026-03-21,2025-09-09 00:00:00,PPP-20250909-1972,Pepsi-Cola Products Philippines,3,338.95,ACTIVE
1973,000008586780,Datu Puti Patis 1L,184,2026-06-27,2025-09-09 00:00:00,DMP-20250909-1973,Del Monte Philippines Inc.,14,78.55,ACTIVE
1974,642647382226,Sisters Night Plus Cottony Napkin,65,2027-03-07,2025-09-09 00:00:00,UP-20250909-1974,Unilever Philippines,10,43.04,ACTIVE
1975,480392515116,Mirinda Orange 1.5L,73,2026-05-09,2025-09-10 00:00:00,PPP-20250910-1975,Pepsi-Cola Products Philippines,3,58.11,ACTIVE
1976,642611907726,Ajinomoto Seasoning Mix 50g,85,2026-06-09,2025-09-10 00:00:00,DMP-20250910-1976,Del Monte Philippines Inc.,14,12.38,ACTIVE
1977,480004784003,Zonrox Original Bleach 250ml,112,2027-08-16,2025-09-10 00:00:00,UP-20250910-1977,Unilever Philippines,10,36.59,ACTIVE
1978,672329634182,Whisper Cottony Soft Clean X-Long Overnight,139,2027-01-03,2025-09-11 00:00:00,P&G-20250911-1978,Procter & Gamble Philippines,9,123.77,ACTIVE
1979,480198112010,Royal Tru Orange 500ml,234,2026-08-21,2025-09-12 00:00:00,SMC-20250912-1979,San Miguel Corporation,1,24.22,ACTIVE
1980,480198112000,Coke 500ml,54,2025-12-10,2025-09-12 00:00:00,CBP-20250912-1980,Coca-Cola Beverages Philippines,2,24.22,ACTIVE
1981,480088814685,Sunsilk Strong & Long 350ml,53,2028-06-08,2025-09-12 00:00:00,PSC-20250912-1981,Philippine Seven Corp (7-Eleven Dist.),15,145.31,ACTIVE
1982,544900000099,Coca-Cola Mismo 295ml,171,2026-07-25,2025-09-13 00:00:00,CBP-20250913-1982,Coca-Cola Beverages Philippines,2,19.38,ACTIVE
1983,480611352020,Juicy Lemon 237 ml (1 Bundle),10,2025-12-03,2025-09-13 00:00:00,SMC-20250913-1983,San Miguel Corporation,1,136.72,ACTIVE
1984,489120804013,Oishi Prawn Crackers 60g,267,2026-02-06,2025-09-13 00:00:00,PSC-20250913-1984,Philippine Seven Corp (7-Eleven Dist.),15,16.69,ACTIVE
1985,480535824701,Dari Creme Butter Milk 100g,89,2025-10-30,2025-09-13 00:00:00,CPF-20250913-1985,Century Pacific Food Inc.,7,39.83,ACTIVE
1986,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,93,2025-11-18,2025-09-13 00:00:00,U(R-20250913-1986,URC (Universal Robina Corporation),5,11.84,ACTIVE
1987,542353276241,Royal 1L (1 Case),7,2026-03-06,2025-09-14 00:00:00,CBP-20250914-1987,Coca-Cola Beverages Philippines,2,339.14,ACTIVE
1988,955600121722,Milo 22g Sachet,62,2025-12-31,2025-09-14 00:00:00,AMC-20250914-1988,Alaska Milk Corporation,8,11.3,ACTIVE
1989,480036141081,Nestle Bear Brand Fortified 33g,142,2026-02-16,2025-09-14 00:00:00,AMC-20250914-1989,Alaska Milk Corporation,8,10.77,ACTIVE
1990,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,119,2027-02-28,2025-09-14 00:00:00,P&G-20250914-1990,Procter & Gamble Philippines,9,6.46,ACTIVE
1991,480392515110,Pepsi 1.5L,282,2025-11-06,2025-09-15 00:00:00,CBP-20250915-1991,Coca-Cola Beverages Philippines,2,53.84,ACTIVE
1992,480392515112,7-up 1.5L,171,2026-08-06,2025-09-15 00:00:00,SMC-20250915-1992,San Miguel Corporation,1,53.84,ACTIVE
1993,480198111607,Coke 1.5L,64,2026-01-05,2025-09-17 00:00:00,CBP-20250917-1993,Coca-Cola Beverages Philippines,2,58.16,ACTIVE
1994,480198109722,Royal Tru Strawberry 1.5L,25,2026-05-07,2025-09-17 00:00:00,PPP-20250917-1994,Pepsi-Cola Products Philippines,3,58.16,ACTIVE
1995,480198111696,Coke Light 1.5L,133,2026-03-18,2025-09-17 00:00:00,PPP-20250917-1995,Pepsi-Cola Products Philippines,3,63.0,ACTIVE
1996,748485200019,555 Sardines in Tomato Sauce 155g,24,2027-08-16,2025-09-17 00:00:00,CPF-20250917-1996,Century Pacific Food Inc.,7,23.69,ACTIVE
1997,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,193,2025-10-20,2025-09-18 00:00:00,PSC-20250918-1997,Philippine Seven Corp (7-Eleven Dist.),15,8.08,ACTIVE
1998,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,61,2026-02-06,2025-09-18 00:00:00,NPI-20250918-1998,Nestle Philippines Inc.,4,37.7,ACTIVE
1999,480198118062,Sprite 1.5L,144,2025-12-30,2025-09-19 00:00:00,CBP-20250919-1999,Coca-Cola Beverages Philippines,2,58.17,ACTIVE
2000,480864731007,Tang Orange 250g,158,2026-01-07,2025-09-19 00:00:00,PPP-20250919-2000,Pepsi-Cola Products Philippines,3,210.06,ACTIVE
2001,642321541122,Sisters Overnight Dry,53,2027-08-28,2025-09-19 00:00:00,P&G-20250919-2001,Procter & Gamble Philippines,9,113.11,ACTIVE
2002,480198112720,Royal Swakto 195ml (1 Case),5,2026-01-10,2025-09-20 00:00:00,CBP-20250920-2002,Coca-Cola Beverages Philippines,2,120.67,ACTIVE
2003,893921341445,San Sky Flakes Crackers Original 25g x 10s,219,2026-03-14,2025-09-20 00:00:00,RGO-20250920-2003,Rebisco Group of Companies,12,56.56,ACTIVE
2004,480864702009,Eden Cheese 165g,142,2026-02-04,2025-09-20 00:00:00,NPI-20250920-2004,Nestle Philippines Inc.,4,75.42,ACTIVE
2005,000008586780,Datu Puti Patis 1L,94,2026-09-07,2025-09-20 00:00:00,NI-20250920-2005,NutriAsia Inc.,11,78.65,ACTIVE
2006,490243086729,Joy Dishwashing Liquid Lemon 475ml,81,2028-03-22,2025-09-20 00:00:00,P&G-20250920-2006,Procter & Gamble Philippines,9,129.28,ACTIVE
2007,480392513032,Mountain Dew 290ml (1 Case),11,2026-06-03,2025-09-21 00:00:00,PPP-20250921-2007,Pepsi-Cola Products Philippines,3,193.95,ACTIVE
2008,480191198062,Royal Tru Orange 1.5L,25,2026-09-18,2025-09-22 00:00:00,PPP-20250922-2008,Pepsi-Cola Products Philippines,3,58.19,ACTIVE
2009,480198111664,Coke Zero 1.5L,201,2026-06-13,2025-09-22 00:00:00,CBP-20250922-2009,Coca-Cola Beverages Philippines,2,58.19,ACTIVE
2010,480198102719,Sprite Swakto 195ml (1 Case),9,2026-06-14,2025-09-22 00:00:00,PPP-20250922-2010,Pepsi-Cola Products Philippines,3,120.69,ACTIVE
2011,480374937310,Coke 1L (1 Case),15,2025-11-06,2025-09-22 00:00:00,SMC-20250922-2011,San Miguel Corporation,1,339.45,ACTIVE
2012,480002201028,Hunts Pork & Beans 100g Doy,23,2027-04-04,2025-09-22 00:00:00,CPF-20250922-2012,Century Pacific Food Inc.,7,14.01,ACTIVE
2013,037000359562,Ariel With a Touch of Downy Freshness Powder,67,2028-01-20,2025-09-22 00:00:00,UP-20250922-2013,Unilever Philippines,10,641.18,ACTIVE
2014,480198112000,Coke 500ml,255,2026-09-08,2025-09-23 00:00:00,SMC-20250923-2014,San Miguel Corporation,1,24.25,ACTIVE
2015,965412919731,Energen Cereal Milk Chocolate Drink 40g,36,2026-03-03,2025-09-23 00:00:00,PPP-20250923-2015,Pepsi-Cola Products Philippines,3,8.62,ACTIVE
2016,480004784003,Zonrox Original Bleach 250ml,110,2028-05-09,2025-09-23 00:00:00,UP-20250923-2016,Unilever Philippines,10,36.64,ACTIVE
2017,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,53,2028-06-06,2025-09-23 00:00:00,P&G-20250923-2017,Procter & Gamble Philippines,9,11.32,ACTIVE
2018,480392525114,Mountain Dew 500ml,250,2026-05-05,2025-09-24 00:00:00,CBP-20250924-2018,Coca-Cola Beverages Philippines,2,21.56,ACTIVE
2019,480392525110,Pepsi 500ml,292,2026-07-26,2025-09-24 00:00:00,SMC-20250924-2019,San Miguel Corporation,1,21.56,ACTIVE
2020,480198112717,Coke Swakto 195ml (1 Case),23,2026-04-16,2025-09-24 00:00:00,PPP-20250924-2020,Pepsi-Cola Products Philippines,3,120.72,ACTIVE
2021,893951811445,Hansel Mocha Sandwich,261,2026-02-02,2025-09-25 00:00:00,U(R-20250925-2021,URC (Universal Robina Corporation),5,58.21,ACTIVE
2022,748485800035,Argentina Corned Beef 260g,125,2027-01-28,2025-09-25 00:00:00,DMP-20250925-2022,Del Monte Philippines Inc.,14,56.06,ACTIVE
2023,480057511015,Alaska Classic Evaporated Filled Milk 140ml,17,2025-11-07,2025-09-25 00:00:00,AMC-20250925-2023,Alaska Milk Corporation,8,27.49,ACTIVE
2024,480392515114,Mountain Dew 1.5L,60,2026-02-02,2025-09-26 00:00:00,CBP-20250926-2024,Coca-Cola Beverages Philippines,2,53.91,ACTIVE
2025,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,210,2026-06-08,2025-09-26 00:00:00,MNC-20250926-2025,Monde Nissin Corporation,6,11.86,ACTIVE
2026,480198112005,Sprite 500ml,252,2026-03-27,2025-09-27 00:00:00,SMC-20250927-2026,San Miguel Corporation,1,24.26,ACTIVE
2027,480392515112,7-up 1.5L,114,2026-07-27,2025-09-27 00:00:00,SMC-20250927-2027,San Miguel Corporation,1,53.91,ACTIVE
2028,955600121722,Milo 22g Sachet,27,2026-02-25,2025-09-27 00:00:00,PSC-20250927-2028,Philippine Seven Corp (7-Eleven Dist.),15,11.32,ACTIVE
2029,544900000099,Coca-Cola Mismo 295ml,274,2026-03-01,2025-09-28 00:00:00,PPP-20250928-2029,Pepsi-Cola Products Philippines,3,19.41,ACTIVE
2030,480392515110,Pepsi 1.5L,282,2026-01-04,2025-09-28 00:00:00,SMC-20250928-2030,San Miguel Corporation,1,53.92,ACTIVE
2031,480198111696,Coke Light 1.5L,292,2026-04-04,2025-09-28 00:00:00,PPP-20250928-2031,Pepsi-Cola Products Philippines,3,63.08,ACTIVE
2032,480535824701,Dari Creme Butter Milk 100g,61,2026-03-25,2025-09-28 00:00:00,CPF-20250928-2032,Century Pacific Food Inc.,7,39.9,ACTIVE
2033,642647382226,Sisters Night Plus Cottony Napkin,140,2026-11-17,2025-09-28 00:00:00,P&G-20250928-2033,Procter & Gamble Philippines,9,43.13,ACTIVE
2034,672329634182,Whisper Cottony Soft Clean X-Long Overnight,187,2028-07-27,2025-09-28 00:00:00,PSC-20250928-2034,Philippine Seven Corp (7-Eleven Dist.),15,124.01,ACTIVE
2035,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,87,2028-06-09,2025-09-28 00:00:00,UP-20250928-2035,Unilever Philippines,10,6.47,ACTIVE
2036,480198109722,Royal Tru Strawberry 1.5L,264,2026-08-08,2025-09-29 00:00:00,PPP-20250929-2036,Pepsi-Cola Products Philippines,3,58.24,ACTIVE
2037,480611352020,Juicy Lemon 237 ml (1 Bundle),23,2026-05-13,2025-09-29 00:00:00,PPP-20250929-2037,Pepsi-Cola Products Philippines,3,136.97,ACTIVE
2038,480732471900,Sprite 1L (1 Case),11,2025-11-28,2025-09-29 00:00:00,PPP-20250929-2038,Pepsi-Cola Products Philippines,3,339.72,ACTIVE
2039,480088814685,Sunsilk Strong & Long 350ml,75,2027-07-05,2025-09-29 00:00:00,PSC-20250929-2039,Philippine Seven Corp (7-Eleven Dist.),15,145.59,ACTIVE
2040,480198112010,Royal Tru Orange 500ml,90,2026-09-16,2025-09-30 00:00:00,CBP-20250930-2040,Coca-Cola Beverages Philippines,2,24.27,ACTIVE
2041,480392515116,Mirinda Orange 1.5L,60,2025-12-17,2025-09-30 00:00:00,PPP-20250930-2041,Pepsi-Cola Products Philippines,3,58.24,ACTIVE
2042,480864731007,Tang Orange 250g,191,2025-12-16,2025-09-30 00:00:00,U(R-20250930-2042,URC (Universal Robina Corporation),5,210.33,ACTIVE
2043,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,114,2025-11-20,2025-10-01 00:00:00,NPI-20251001-2043,Nestle Philippines Inc.,4,37.76,ACTIVE
2044,642611907726,Ajinomoto Seasoning Mix 50g,160,2026-07-14,2025-10-01 00:00:00,DMP-20251001-2044,Del Monte Philippines Inc.,14,12.41,ACTIVE
2045,489120804013,Oishi Prawn Crackers 60g,186,2026-09-21,2025-10-03 00:00:00,RGO-20251003-2045,Rebisco Group of Companies,12,16.72,ACTIVE
2046,480864702009,Eden Cheese 165g,154,2025-11-12,2025-10-03 00:00:00,NPI-20251003-2046,Nestle Philippines Inc.,4,75.53,ACTIVE
2047,000008586780,Datu Puti Patis 1L,193,2026-07-26,2025-10-03 00:00:00,NI-20251003-2047,NutriAsia Inc.,11,78.77,ACTIVE
2048,037000359562,Ariel With a Touch of Downy Freshness Powder,125,2028-02-19,2025-10-03 00:00:00,P&G-20251003-2048,Procter & Gamble Philippines,9,641.99,ACTIVE
2049,480198112720,Royal Swakto 195ml (1 Case),17,2025-11-09,2025-10-04 00:00:00,CBP-20251004-2049,Coca-Cola Beverages Philippines,2,120.86,ACTIVE
2050,542353276241,Royal 1L (1 Case),13,2026-07-16,2025-10-04 00:00:00,PPP-20251004-2050,Pepsi-Cola Products Philippines,3,339.92,ACTIVE
2051,480036141081,Nestle Bear Brand Fortified 33g,52,2025-12-27,2025-10-04 00:00:00,PPP-20251004-2051,Pepsi-Cola Products Philippines,3,10.79,ACTIVE
2052,480002201028,Hunts Pork & Beans 100g Doy,33,2027-06-07,2025-10-06 00:00:00,DMP-20251006-2052,Del Monte Philippines Inc.,14,14.03,ACTIVE
2053,480198111607,Coke 1.5L,190,2026-06-07,2025-10-07 00:00:00,CBP-20251007-2053,Coca-Cola Beverages Philippines,2,58.29,ACTIVE
2054,480191198062,Royal Tru Orange 1.5L,165,2026-07-22,2025-10-07 00:00:00,PPP-20251007-2054,Pepsi-Cola Products Philippines,3,58.29,ACTIVE
2055,480198112717,Coke Swakto 195ml (1 Case),21,2025-12-19,2025-10-07 00:00:00,PPP-20251007-2055,Pepsi-Cola Products Philippines,3,120.9,ACTIVE
2056,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,139,2026-01-13,2025-10-07 00:00:00,PPP-20251007-2056,Pepsi-Cola Products Philippines,3,8.1,ACTIVE
2057,480057511015,Alaska Classic Evaporated Filled Milk 140ml,186,2026-03-27,2025-10-07 00:00:00,AMC-20251007-2057,Alaska Milk Corporation,8,27.53,ACTIVE
2058,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,75,2026-06-07,2025-10-07 00:00:00,MNC-20251007-2058,Monde Nissin Corporation,6,11.87,ACTIVE
2059,480198112000,Coke 500ml,175,2026-06-05,2025-10-08 00:00:00,CBP-20251008-2059,Coca-Cola Beverages Philippines,2,24.29,ACTIVE
2060,480392525110,Pepsi 500ml,283,2026-07-17,2025-10-08 00:00:00,PPP-20251008-2060,Pepsi-Cola Products Philippines,3,21.59,ACTIVE
2061,480392515112,7-up 1.5L,18,2026-06-09,2025-10-08 00:00:00,CBP-20251008-2061,Coca-Cola Beverages Philippines,2,53.98,ACTIVE
2062,965412919731,Energen Cereal Milk Chocolate Drink 40g,126,2026-02-10,2025-10-08 00:00:00,PSC-20251008-2062,Philippine Seven Corp (7-Eleven Dist.),15,8.64,ACTIVE
2063,748485200019,555 Sardines in Tomato Sauce 155g,136,2027-02-18,2025-10-08 00:00:00,NI-20251008-2063,NutriAsia Inc.,11,23.75,ACTIVE
2064,480392525114,Mountain Dew 500ml,145,2026-09-30,2025-10-09 00:00:00,CBP-20251009-2064,Coca-Cola Beverages Philippines,2,21.59,ACTIVE
2065,480198118062,Sprite 1.5L,270,2025-12-24,2025-10-09 00:00:00,CBP-20251009-2065,Coca-Cola Beverages Philippines,2,58.3,ACTIVE
2066,480198102719,Sprite Swakto 195ml (1 Case),13,2026-05-22,2025-10-09 00:00:00,PPP-20251009-2066,Pepsi-Cola Products Philippines,3,120.93,ACTIVE
2067,480374937310,Coke 1L (1 Case),5,2026-10-06,2025-10-09 00:00:00,PPP-20251009-2067,Pepsi-Cola Products Philippines,3,340.11,ACTIVE
2068,480535824701,Dari Creme Butter Milk 100g,140,2025-11-15,2025-10-09 00:00:00,AMC-20251009-2068,Alaska Milk Corporation,8,39.95,ACTIVE
2069,642647382226,Sisters Night Plus Cottony Napkin,14,2027-08-06,2025-10-09 00:00:00,UP-20251009-2069,Unilever Philippines,10,43.19,ACTIVE
2070,642321541122,Sisters Overnight Dry,149,2027-03-30,2025-10-09 00:00:00,UP-20251009-2070,Unilever Philippines,10,113.37,ACTIVE
2071,490243086729,Joy Dishwashing Liquid Lemon 475ml,24,2027-09-07,2025-10-09 00:00:00,UP-20251009-2071,Unilever Philippines,10,129.57,ACTIVE
2072,480392515110,Pepsi 1.5L,93,2026-09-10,2025-10-10 00:00:00,CBP-20251010-2072,Coca-Cola Beverages Philippines,2,53.99,ACTIVE
2073,480392513032,Mountain Dew 290ml (1 Case),13,2026-03-16,2025-10-10 00:00:00,CBP-20251010-2073,Coca-Cola Beverages Philippines,2,194.37,ACTIVE
2074,893951811445,Hansel Mocha Sandwich,135,2026-04-12,2025-10-10 00:00:00,PSC-20251010-2074,Philippine Seven Corp (7-Eleven Dist.),15,58.31,ACTIVE
2075,480198112005,Sprite 500ml,256,2026-06-16,2025-10-11 00:00:00,SMC-20251011-2075,San Miguel Corporation,1,24.3,ACTIVE
2076,893921341445,San Sky Flakes Crackers Original 25g x 10s,51,2026-05-19,2025-10-11 00:00:00,MNC-20251011-2076,Monde Nissin Corporation,6,56.7,ACTIVE
2077,480198111664,Coke Zero 1.5L,127,2025-11-23,2025-10-12 00:00:00,CBP-20251012-2077,Coca-Cola Beverages Philippines,2,58.32,ACTIVE
2078,480611352020,Juicy Lemon 237 ml (1 Bundle),10,2026-06-28,2025-10-12 00:00:00,SMC-20251012-2078,San Miguel Corporation,1,137.17,ACTIVE
2079,955600121722,Milo 22g Sachet,49,2026-03-12,2025-10-12 00:00:00,CBP-20251012-2079,Coca-Cola Beverages Philippines,2,11.34,ACTIVE
2080,480004784003,Zonrox Original Bleach 250ml,49,2028-07-13,2025-10-12 00:00:00,UP-20251012-2080,Unilever Philippines,10,36.72,ACTIVE
2081,544900000099,Coca-Cola Mismo 295ml,180,2026-04-27,2025-10-13 00:00:00,SMC-20251013-2081,San Miguel Corporation,1,19.44,ACTIVE
2082,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,68,2026-04-04,2025-10-13 00:00:00,AMC-20251013-2082,Alaska Milk Corporation,8,37.81,ACTIVE
2083,672329634182,Whisper Cottony Soft Clean X-Long Overnight,27,2027-06-09,2025-10-13 00:00:00,P&G-20251013-2083,Procter & Gamble Philippines,9,124.22,ACTIVE
2084,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,14,2026-12-31,2025-10-13 00:00:00,UP-20251013-2084,Unilever Philippines,10,6.48,ACTIVE
2085,480392515114,Mountain Dew 1.5L,253,2026-03-02,2025-10-14 00:00:00,CBP-20251014-2085,Coca-Cola Beverages Philippines,2,54.02,ACTIVE
2086,480198109722,Royal Tru Strawberry 1.5L,123,2025-12-26,2025-10-14 00:00:00,PPP-20251014-2086,Pepsi-Cola Products Philippines,3,58.34,ACTIVE
2087,000008586780,Datu Puti Patis 1L,80,2026-07-30,2025-10-14 00:00:00,DMP-20251014-2087,Del Monte Philippines Inc.,14,78.86,ACTIVE
2088,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,171,2026-11-25,2025-10-14 00:00:00,P&G-20251014-2088,Procter & Gamble Philippines,9,11.34,ACTIVE
2089,748485800035,Argentina Corned Beef 260g,144,2026-11-24,2025-10-16 00:00:00,CPF-20251016-2089,Century Pacific Food Inc.,7,56.19,ACTIVE
2090,480088814685,Sunsilk Strong & Long 350ml,66,2027-10-22,2025-10-16 00:00:00,P&G-20251016-2090,Procter & Gamble Philippines,9,145.88,ACTIVE
2091,480198112010,Royal Tru Orange 500ml,54,2026-04-23,2025-10-17 00:00:00,SMC-20251017-2091,San Miguel Corporation,1,24.32,ACTIVE
2092,480198112717,Coke Swakto 195ml (1 Case),21,2026-06-12,2025-10-18 00:00:00,SMC-20251018-2092,San Miguel Corporation,1,121.05,ACTIVE
2093,642611907726,Ajinomoto Seasoning Mix 50g,143,2026-05-11,2025-10-18 00:00:00,NI-20251018-2093,NutriAsia Inc.,11,12.43,ACTIVE
2094,480392515116,Mirinda Orange 1.5L,241,2025-12-25,2025-10-19 00:00:00,SMC-20251019-2094,San Miguel Corporation,1,58.37,ACTIVE
2095,480198111696,Coke Light 1.5L,48,2026-06-21,2025-10-19 00:00:00,SMC-20251019-2095,San Miguel Corporation,1,63.24,ACTIVE
2096,480732471900,Sprite 1L (1 Case),19,2025-11-18,2025-10-19 00:00:00,SMC-20251019-2096,San Miguel Corporation,1,340.5,ACTIVE
2097,542353276241,Royal 1L (1 Case),16,2026-10-07,2025-10-19 00:00:00,PPP-20251019-2097,Pepsi-Cola Products Philippines,3,340.5,ACTIVE
